Date,Close,High,Low,Open,Volume
2020-01-02,35.52571105957031,36.43082471713898,35.29943264517814,35.75198947396248,1727700
2020-01-03,34.62059783935547,35.52571150835823,34.62059783935547,35.52571150835823,4154900
2020-01-06,33.48920822143555,34.16804352322141,33.26292978750693,33.94176508929279,2085600
2020-01-07,33.94176483154297,33.94176483154297,32.58409423828125,33.71548639933268,2707100
2020-01-08,32.81037139892578,33.941763516130116,32.13153612860318,33.262928245807515,2605100
2020-01-09,34.394317626953125,35.29943124871505,33.4892040051912,33.4892040051912,3766200
2020-01-10,33.94176483154297,34.39432169596354,33.94176483154297,34.168043263753255,923400
2020-01-13,33.2629280090332,34.84687696184431,33.2629280090332,34.39432011818399,2325200
2020-01-14,33.2629280090332,33.94176327452367,33.2629280090332,33.48920643086336,1288600
2020-01-15,34.16804504394531,34.84688037594423,33.03665282394712,33.26293126794676,2846500
2020-01-16,34.16804504394531,34.84688037594423,33.94176659994567,34.16804504394531,2911800
2020-01-17,33.715484619140625,35.299433560979445,33.48920619887794,34.394319879928695,3540500
2020-01-20,33.03664779663086,34.16803984446069,32.810369387064895,33.71548302532875,2400300
2020-01-21,33.03664779663086,33.48920461576279,32.131534158367,32.35781256793297,2457300
2020-01-22,34.62059783935547,34.62059783935547,32.81037050134996,33.26292733585133,3038400
2020-01-23,34.394317626953125,34.84687443783409,34.16803922151264,34.16803922151264,817100
2020-01-24,34.62059783935547,35.07315467385685,34.39431942210478,34.39431942210478,1653700
2020-01-27,33.94176483154297,34.168043263753255,32.81037267049154,33.94176483154297,2023800
2020-01-28,33.48920822143555,34.39432195715003,32.810372919649694,33.48920822143555,2141700
2020-01-29,33.715484619140625,34.16804145966601,33.03664935835256,34.16804145966601,1193800
2020-01-30,33.03664779663086,33.71548302532875,32.58409097749893,33.48920461576279,1596900
2020-01-31,32.5840950012207,33.26293031374613,32.5840950012207,32.81037343872918,1303200
2020-02-03,31.905258178710938,32.81037188590841,31.226422898312833,32.81037188590841,1929700
2020-02-04,31.905258178710938,32.131536605510306,30.773866044714097,32.131536605510306,2118800
2020-02-05,31.905258178710938,32.58409345910904,31.4527013251122,31.905258178710938,1421000
2020-02-06,31.226421356201172,32.13153501869976,29.868750862453297,31.90525660307511,4436500
2020-02-07,31.000141143798828,31.22641954630831,30.547584338779867,31.000141143798828,986000
2020-02-11,30.547588348388672,31.22642364501953,30.547588348388672,31.22642364501953,636200
2020-02-12,30.547588348388672,31.000145212809244,29.868753051757817,30.547588348388672,2592600
2020-02-13,30.321306228637695,30.773863038020348,30.09502782394637,30.547584633329024,966100
2020-02-14,31.000141143798828,31.67897635132727,30.547584338779867,30.547584338779867,2957200
2020-02-17,30.321306228637695,31.226419847403,30.321306228637695,31.000141442711676,1235400
2020-02-18,30.321306228637695,30.547584633329024,29.86874941925505,30.09502782394637,1469600
2020-02-19,30.095033645629883,30.321312094093265,29.8687551971665,30.321312094093265,1388800
2020-02-20,29.868751525878903,30.5475867878307,28.058524160674125,30.5475867878307,3933400
2020-02-21,29.868751525878903,29.868751525878903,28.284802581324723,29.41619468457771,2822000
2020-02-24,27.605968475341797,29.416195916347817,27.379690045216044,29.189917486222065,2862600
2020-02-25,28.963638305664062,29.189916729927063,27.60596776008606,28.05852460861206,3352600
2020-02-26,28.284801483154297,28.96363671875,27.605966247558595,28.96363671875,2203900
2020-02-27,28.963638305664062,29.189916729927063,27.83224618434906,28.51108145713806,1711700
2020-02-28,28.058523178100582,28.284801590827204,27.379687939920736,28.058523178100582,2427300
2020-03-02,27.605968475341797,28.73736062597056,27.15341161509029,28.73736062597056,2610400
2020-03-03,28.963638305664062,29.416195154190063,27.83224618434906,28.28480303287506,5596400
2020-03-04,30.321306228637695,30.773863038020348,28.96363580048974,28.96363580048974,2250800
2020-03-05,31.678977966308594,32.35781320844378,30.77386431012835,30.77386431012835,4459600
2020-03-06,31.678977966308594,32.13153479439872,31.000142724173408,31.678977966308594,2733300
2020-03-09,31.905258178710938,33.262928739507146,31.226422898312833,33.262928739507146,4756200
