Date,Close,High,Low,Open,Volume
2023-08-17,33.14018630981445,33.14018630981445,32.67990594440036,32.67990594440036,21896800
2023-08-18,33.14018630981445,33.3703264925215,32.91004612710741,33.14018630981445,48856700
2023-08-21,33.14018630981445,33.3703264925215,32.91004612710741,33.14018630981445,45399900
2023-08-22,33.37032699584961,33.600467182027884,33.140186809671334,33.37032699584961,73642000
2023-08-23,32.91004943847656,33.37032985020351,32.67990923261309,33.14018964434003,102724900
2023-08-24,32.679908752441406,33.140189157405366,32.679908752441406,32.91004895492338,28170000
2023-08-25,32.679908752441406,32.91004895492338,32.44976854995942,32.679908752441406,40568400
2023-08-28,32.91004943847656,33.14018964434003,32.67990923261309,32.91004943847656,37590800
2023-08-29,33.14018630981445,33.14018630981445,32.67990594440036,32.91004612710741,49805300
2023-08-30,32.679908752441406,33.140189157405366,32.44976854995942,32.91004895492338,56155200
2023-08-31,31.98948860168457,32.91004942475463,31.759348395917055,32.67990921898711,96686000
2023-09-01,32.219627380371094,32.449767575945174,31.759346989222937,31.989487184797017,52576100
2023-09-04,31.98948860168457,32.67990921898711,31.98948860168457,32.4497690132196,46316700
2023-09-05,31.98948860168457,32.21962880745209,31.759348395917055,31.98948860168457,19970100
2023-09-06,32.44976806640625,32.67990826545878,31.98948766830119,31.98948766830119,69316900
2023-09-07,32.219627380371094,32.679907771519254,32.219627380371094,32.449767575945174,38540300
2023-09-08,32.219627380371094,32.219627380371094,31.989487184797017,32.219627380371094,22924100
2023-09-11,31.75934410095215,32.21962445024131,31.75934410095215,31.989484275596727,21912900
2023-09-12,31.75934410095215,31.989484275596727,31.529203926307567,31.989484275596727,43144300
2023-09-13,31.98948860168457,32.21962880745209,31.299067984382027,31.759348395917055,78765400
2023-09-14,31.98948860168457,32.21962880745209,31.759348395917055,31.98948860168457,17508900
2023-09-15,32.219627380371094,32.449767575945174,31.759346989222937,31.989487184797017,21441700
2023-09-18,31.299068450927734,32.21962928771973,31.068928241729736,32.21962928771973,100544600
2023-09-19,31.299068450927734,31.299068450927734,30.83878803253174,31.068928241729736,47534400
2023-09-20,30.608646392822266,31.29906698814909,30.14836599593772,31.29906698814909,79813700
2023-09-21,30.608646392822266,30.608646392822266,29.91822579749545,30.378506194379995,37673300
2023-09-22,30.838787078857425,31.29906748301947,30.37850667469537,30.6086468767764,84432400
2023-09-25,30.838787078857425,31.068927280938446,30.6086468767764,30.838787078857425,42607200
2023-09-26,31.068925857543945,31.299066049081308,30.838785666006583,30.838785666006583,42290100
2023-09-27,31.299068450927734,31.299068450927734,30.83878803253174,31.299068450927734,35652100
2023-09-28,30.838787078857425,31.5292076851005,30.838787078857425,31.29906748301947,70700700
2023-09-29,30.838787078857425,31.29906748301947,30.838787078857425,31.068927280938446,38018000
2023-10-02,30.608646392822266,31.06892678970681,30.378506194379995,30.83878659126454,90928100
2023-10-03,29.918224334716797,30.378504709097054,29.68808414752667,30.378504709097054,116721500
2023-10-04,30.43731117248535,30.43731117248535,29.49351857798968,29.7294667266136,48695800
2023-10-05,30.20136451721191,30.20136451721191,29.965416356921196,29.965416356921196,8903200
2023-10-06,29.965415954589844,30.437312268835356,29.72946779746709,30.2013641117126,25355300
2023-10-09,30.43731117248535,30.673259321109267,30.201363023861433,30.43731117248535,22990300
2023-10-10,30.673259735107425,30.90920788691594,30.437311583298904,30.673259735107425,14840300
2023-10-11,31.617053985595703,31.617053985595703,30.437313165237654,30.673261329309263,53942000
2023-10-12,31.617053985595703,31.617053985595703,31.145157657452486,31.381105821524095,39114000
2023-10-16,31.381103515625,32.08894795582707,31.14515536889098,31.617051662359025,53092000
2023-10-17,31.14515686035156,31.381105018384527,30.90920870231859,31.381105018384527,23630600
2023-10-18,32.08894729614258,32.08894729614258,31.145154728608972,31.145154728608972,48688700
2023-10-19,31.617053985595703,31.853002149667315,31.381105821524095,31.617053985595703,35703400
2023-10-20,31.381103515625,31.617051662359025,31.14515536889098,31.381103515625,36614900
2023-10-24,30.909208297729492,31.381104607618493,30.909208297729492,31.14515645267399,38262000
2023-10-25,30.909208297729492,31.381104607618493,30.673260142784994,31.14515645267399,31823600
2023-10-26,30.909208297729492,31.14515645267399,30.673260142784994,30.909208297729492,61162200
2023-10-27,31.617053985595703,31.617053985595703,30.673261329309263,30.909209493380875,54078799
2023-10-30,31.381103515625,31.85299980909305,31.381103515625,31.381103515625,23839900
2023-10-31,31.381103515625,31.617051662359025,30.90920722215695,31.381103515625,28287500
2023-11-01,31.14515686035156,31.381105018384527,30.90920870231859,31.381105018384527,15017000
2023-11-02,31.617053985595703,31.617053985595703,30.909209493380875,31.145157657452486,53122200
2023-11-03,31.852998733520508,32.08894687228733,31.61705059475369,31.852998733520508,32488700
2023-11-06,31.381103515625,31.85299980909305,31.381103515625,31.85299980909305,33418800
2023-11-07,31.381103515625,31.617051662359025,31.14515536889098,31.14515536889098,27651300
2023-11-08,31.14515686035156,31.381105018384527,30.90920870231859,31.381105018384527,43540700
